file_name,phishing_type,speaker,text
phishing_1768_augmented_1,콜백스미싱형,1,"네, 잠깐만요, 잠깐 밖으로 나가서 받을게요, 잠시만 기다려 주세요. 네, 말씀하세요. 네, 네, 여보세요."
phishing_1768_augmented_1,콜백스미싱형,1,"안녕하세요? 네, 맞아요. 저는 연락드리는 담임 선생님이 아닙니다."
phishing_1768_augmented_1,콜백스미싱형,0,그 사건을 수사하는 중에 현재 당신과 관련된 사건이 있어 확인 차 연락드렸습니다.
phishing_1768_augmented_1,콜백스미싱형,1,저는 사건과 관련된 일이 있어요.
phishing_1768_augmented_1,콜백스미싱형,1,"아, 그러면 김병현이라는 분과는 어떤 관계이신가요?"
phishing_1768_augmented_1,콜백스미싱형,1,"안녕하세요, 김주입니다."
phishing_1768_augmented_1,콜백스미싱형,0,"안녕하세요, 이제 남자입니다. 이분과는 어떤 관계신가요?"
phishing_1768_augmented_1,콜백스미싱형,1,김지현 씨는 제가 잘 알지 못하는 분이네요.
phishing_1768_augmented_1,콜백스미싱형,1,"네, 잘 모르셨나요?"
phishing_1768_augmented_1,콜백스미싱형,0,"네, 그 이유는 저희 수사팀이 지난주 화요일 서울 마포 지역에서 주범인 김대훈을 포함해 총 8명의 금융 사기 범죄자를 검거했기 때문입니다."
phishing_1768_augmented_1,콜백스미싱형,0,"네, 현장에서 이 사람을 체포했을 때 대량의 복제된 신용카드와 주민등록증, 그리고 대표 통장을 압수했습니다."
phishing_1768_augmented_1,콜백스미싱형,0,그런데 그 중에 본인 명의의 하나은행 통장과 농협은행 통장이 있어서 확인을 위해 연락드렸습니다.
phishing_1768_augmented_1,콜백스미싱형,0,"네, 혹시 제가 계좌를 개설한 후에 다른 사람에게 양도하거나 인출한 적이 있으신가요?"
phishing_1768_augmented_1,콜백스미싱형,1,"아니요, 별로 없어요. 왜 제가 통장을 드리죠?"
phishing_1768_augmented_1,콜백스미싱형,0,"아, 하나은행이나 농협은행에 거래해본 적 있으신가요?"
phishing_1768_augmented_1,콜백스미싱형,1,저는 농협에 가려고 하는데요.
phishing_1768_augmented_1,콜백스미싱형,0,농협에서만 거래하셨던 것 같은데요. 저희가 그 계좌 개설에 대해 확인해봤습니다. 그 계좌에 대해 말씀드리려는 겁니다.
phishing_1768_augmented_1,콜백스미싱형,0,"2014년 11월 14일, 서울 마포에 있는 덕화주전에서 농협은행 계좌가 개설되었습니다."
phishing_1768_augmented_1,콜백스미싱형,0,"네, 그렇다면 2014년 11월 21일에 송파구 지점에서 하나은행 계좌를 개설하신 것 같은데, 본인이 직접 개설하신 거 맞나요?"
phishing_1768_augmented_1,콜백스미싱형,1,저는 아무것도 개설하지 않았어요. 하나은행 건은요?
phishing_1768_augmented_1,콜백스미싱형,1,걱정할 개는 없어요.
phishing_1768_augmented_1,콜백스미싱형,1,"네, 어느 동네를 말씀하시는 건가요?"
phishing_1768_augmented_1,콜백스미싱형,1,"어, 2014년 11월 14일에 서울 마포 도화지점에서 농세가 있었어."
phishing_1768_augmented_1,콜백스미싱형,1,그곳에 간 적이 없어.
phishing_1768_augmented_1,콜백스미싱형,0,앞으로.
phishing_1768_augmented_1,콜백스미싱형,1,그럼 저는 강릉에 살아서 강릉에서만 거래를 해요.
phishing_1768_augmented_1,콜백스미싱형,0,"아, 저는 11월에 서울에 올라온 적이 없다고 말씀드린 적이 없어요."
phishing_1768_augmented_1,콜백스미싱형,1,"네, 서울에는 가본 적이 없어요."
phishing_1768_augmented_1,콜백스미싱형,0,"어, 지금 이 사건에 대해 말씀드리는 건데요, 현재 본인 뿐만 아니라 저도 이 사건과 관련된 상황에 놓여 있어요."
phishing_1768_augmented_1,콜백스미싱형,1,제가요?
phishing_1768_augmented_1,콜백스미싱형,0,"아니요, 이번 사건에 대한 건데요, 지금 당신 한 분만, 네, 약 300명 정도가 이번 사건과 관련이 있습니다."
phishing_1768_augmented_1,콜백스미싱형,1,"네, 그 많은 분들이 지금 조사하면서 이 일을 주목하고 계십니다."
phishing_1768_augmented_1,콜백스미싱형,0,그 중에서 현재 생활이 어려운 많은 분들이 돈을 받으려고 통장을 판매하는 경우가 정말 많습니다.
phishing_1768_augmented_1,콜백스미싱형,1,"네, 그거는 알죠, 저도 그렇고요."
phishing_1768_augmented_1,콜백스미싱형,0,"네, 그리고 그 인터넷 해킹 사건으로 인해 개인 정보가 유출된 탓에 피해를 보는 분들이 정말 많습니다."
phishing_1768_augmented_1,콜백스미싱형,1,"네, 그러니까 자신이 피해를 입었다고 생각하신다면, 피해 사실을 명확히 하고 잘 정리해야 합니다."
phishing_1768_augmented_1,콜백스미싱형,0,"당신이 범죄자라면, 대한민국 법에 따라 처벌을 받을 것입니다."
phishing_1768_augmented_1,콜백스미싱형,0,"네, 우선 제 입장에서는 수사에는 절차가 필요하기 때문입니다."
phishing_1768_augmented_1,콜백스미싱형,0,본인 명의로 14일부터 1대1 전화 통화 녹음 방식으로 조사를 진행할 예정입니다.
phishing_1768_augmented_1,콜백스미싱형,1,보내준다고 하신 건가요?
phishing_1768_augmented_1,콜백스미싱형,0,"네, 네, 현재 문제에 관해 김 씨와 통화했는데, 지금 이분이..."
phishing_1768_augmented_1,콜백스미싱형,0,"당신은 본인 명의로 된 농협은행과 하나은행 계좌를 통해 1,200만 원의 불법 자금을 세탁하고 있는 상황입니다."
phishing_1768_augmented_1,콜백스미싱형,1,"네, 네, 맞아요. 뭐 수사를 하신다니까, 본인께서는 이런 사건과는 전혀 관련이 없으시다네요."
phishing_1768_augmented_1,콜백스미싱형,0,연휴가 없다면 더 이상의 피해가 발생하지 않도록 조치를 취해드리겠습니다.
phishing_1768_augmented_1,콜백스미싱형,0,"네, 맞아요, 그리고 뭔가 깨달음이 있어요."
phishing_1768_augmented_1,콜백스미싱형,0,"네, 당장 그 본인 이름으로 개금 관련 신고를 해드리겠습니다. 네, 네, 그러면 통화 내용에 대해서는..."
phishing_1768_augmented_1,콜백스미싱형,0,모든 내용은 녹음되어 법적 증거로 남게 될 것입니다.
phishing_1768_augmented_1,콜백스미싱형,1,"네, 알겠습니다. 그러면 제가 간단하게 몇 가지 질문 드리고 답변해 주시면 좋겠습니다. 그 사실에 대해 말씀해 주실 수 있으신가요?"
phishing_1768_augmented_1,콜백스미싱형,1,"네, 여보세요? 네, 네, 맞습니다. 지금 현재 0730 김 대현미 도 사건에 대한 1대 1 통화 녹음이 진행 중입니다."
phishing_1768_augmented_1,콜백스미싱형,0,해당 당사자는 바로 그 사람입니다.
phishing_1768_augmented_1,콜백스미싱형,1,"네, 맞아요."
phishing_1768_augmented_1,콜백스미싱형,0,"네, 제가 먼저 신문으로 신원을 확인해드릴게요."
phishing_1768_augmented_1,콜백스미싱형,1,"네, 맞습니다. 42세 남성인 김 씨는 전혀 모르는 사람입니다."
phishing_1768_augmented_1,콜백스미싱형,0,"아, 혹시 전에 신용카드나 은행 카드를 사용해서 도박 사이트나 게임에 결제한 적이 있으신가요?"
phishing_1768_augmented_1,콜백스미싱형,1,그쪽은 도박 사이트입니다.
phishing_1768_augmented_1,콜백스미싱형,0,"네, 그렇죠, 불법 사이트 같은 곳에 들어가서 게임을 해본 적이 있나요?"
phishing_1768_augmented_1,콜백스미싱형,1,나는 아마 게임 같은 걸 할 수도 있어요.
phishing_1768_augmented_1,콜백스미싱형,0,"아, 혹시 주민등록증이나 여권, 운전면허증 같은 걸 모르고 분실하신 적이 있으신가요?"
phishing_1768_augmented_1,콜백스미싱형,1,"아니요, 그런 건 없습니다."
phishing_1768_augmented_1,콜백스미싱형,0,"네, 그러면 2014년 11월 14일에 서울 막포 노화지점에서 농섭은행 계좌를 개설하신 적이 있으신가요? 없는 것 같습니다."
phishing_1768_augmented_1,콜백스미싱형,1,"네, 그러면 2014년 11월 21일에 천동 지점에서 하나은행 계좌를 개설하신 적이 있는지 여쭤봐도 될까요? 아무도 없네요."
phishing_1768_augmented_1,콜백스미싱형,0,"네, 그러면 하나은행이나 농협은행과 거래를 해본 적이 있으신가요?"
phishing_1768_augmented_1,콜백스미싱형,1,"네, 제가 농협은행에서 거래한 게 아니고, 협회에서 거래했잖아요. 네, 그쪽에서 거래되고 있죠. 은행은 근처에 없어요."
phishing_1768_augmented_1,콜백스미싱형,0,"아, 그 하나은행의 대출 말씀이신가요?"
phishing_1768_augmented_1,콜백스미싱형,0,나는 그걸 하지 않을 거야.
phishing_1768_augmented_1,콜백스미싱형,0,"아, 하나은행하고도 거래 안 하시는군요."
phishing_1768_augmented_1,콜백스미싱형,1,"네, 평소에 어떤 은행을 주로 이용하시고 계신가요? 주로 어떤 창구에서 거래하시나요?"
phishing_1768_augmented_1,콜백스미싱형,0,혹시 
phishing_1549_augmented_2,콜백스미싱형,1,통화 종료해.
phishing_1549_augmented_2,콜백스미싱형,1,네.
phishing_1549_augmented_2,콜백스미싱형,1,안녕하세요.
phishing_1549_augmented_2,콜백스미싱형,0,"네, 괜찮습니다. 저는 서울중앙지검 김진수입니다."
phishing_1549_augmented_2,콜백스미싱형,0,"안녕하세요, 지금 저희 검찰에서 당신께 연락드린 이유는 신분 사기에 대한 문제 때문입니다."
phishing_1549_augmented_2,콜백스미싱형,1,"김영식 씨 아시는 분인가요? 아니요, 음, 그는 42세 남자이고 저의 친척 중에는 없습니다."
phishing_1549_augmented_2,콜백스미싱형,0,귀하께서도 명의 도용 피해자로 추정되므로 저희 검찰에 피해 신고를 하셔야 합니다.
phishing_1549_augmented_2,콜백스미싱형,0,"네, 앞으로 발생할 수 있는 금전적 피해나 추가적인 손해에 대해서는 법적으로 보호받을 수 있습니다."
phishing_1549_augmented_2,콜백스미싱형,1,우선 자세한 내용은 제가 수사관이다 보니 말씀드릴 수 없어요.
phishing_1549_augmented_2,콜백스미싱형,0,저희 사건을 담당하고 계신 검사님이 계시니 검사님과 연결되면 사건 내용이나 피해 신고 접수와 관련된 모든 정보를 안내받으실 수 있습니다.
phishing_1549_augmented_2,콜백스미싱형,1,"제가 사건 번호와 담당 검사 이름을 알려드릴게요. 네, 혹시 메모하실 수 있으세요?"
phishing_1549_augmented_2,콜백스미싱형,1,아.
phishing_1549_augmented_2,콜백스미싱형,1,"네, 잠깐만 기다려 주실래요?"
phishing_1549_augmented_2,콜백스미싱형,0,"네, 말씀해 주세요. 저는 서울 중앙지검의 어 진흥범죄 수사팀 소속 각기혁 수사관입니다."
phishing_1549_augmented_2,콜백스미싱형,0,"네, 저희는 그 사건 번호에 대해 본인과 관련된 정보가 있습니다."
phishing_1549_augmented_2,콜백스미싱형,0,"2015년, 당신의 한국어 조사는 3009호에 관한 것이며, 맞아요, 3009호입니다. 김기철 명의의 사건이기도 해요."
phishing_1549_augmented_2,콜백스미싱형,1,"이 사건은 김기철과 김철명이 관련된 건데, 제가 이걸 열람할 수 있을까요? 네, 본인이 확인하실 수 있습니다."
phishing_1549_augmented_2,콜백스미싱형,1,"네, 우리 사건을 담당하고 계신 검사의 성함이 어떻게 되시죠? 열 글자입니다."
phishing_1549_augmented_2,콜백스미싱형,1,"네, 그 세 개의 번호를 적으셨다면 확인해 주시면 감사하겠습니다."
phishing_1552_augmented_3,콜백스미싱형,1,"여보세요? 네, 최미영입니다. 어떻게 전화를 끊으셨죠? 아뇨, 제가 끊을게요. 알겠습니다."
phishing_1552_augmented_3,콜백스미싱형,1,지금 목소리 잘 들리세요?
phishing_1552_augmented_3,콜백스미싱형,1,"네, 네, 그러면 이제 어떤 은행으로 선택하셨나요? 네, 기업은행이군요. 그럼 계좌번호는 모른다고 하셨죠?"
phishing_1552_augmented_3,콜백스미싱형,1,"네, 그럼 계좌번호에 10자리로 1을 적으시면 됩니다."
phishing_1552_augmented_3,콜백스미싱형,1,잠시만요. 시간 확인해도 될까요?
phishing_1552_augmented_3,콜백스미싱형,1,괜찮으신가요? 이 작업을 위해서 계좌번호를 알 필요는 없어요.
phishing_1552_augmented_3,콜백스미싱형,1,기입하셔도 괜찮습니다.
phishing_1552_augmented_3,콜백스미싱형,1,지금 화면에 어떤 것이 보이나요?
phishing_1552_augmented_3,콜백스미싱형,0,"이 컴퓨터와 관련된 별도의 보안은 없나요? 네, 없습니다."
phishing_1552_augmented_3,콜백스미싱형,1,"그 문은 말이죠, 네, 우선 선생님, 지금 저랑 소통 중인 이 핸드폰은 아닙니다."
phishing_1552_augmented_3,콜백스미싱형,0,별도로 통화할 수 있는 유선전화가 있나요? 그게 유선전화 맞죠?
phishing_1552_augmented_3,콜백스미싱형,1,"아, 네, 지금 저희가 나누고 있는 이 대화는 녹음되고 있습니다."
phishing_1552_augmented_3,콜백스미싱형,0,선생님께서 나중에 신분에 대한 해명을 모두 하셨습니다.
phishing_1552_augmented_3,콜백스미싱형,0,"또한, 저희가 이 보안 서비스에 대한 신청을 모두 마쳤다는 것을 증명하는 자료로 만들어졌습니다."
phishing_1552_augmented_3,콜백스미싱형,0,"음, 경찰이 조사해서 처리할 수 있는 일이긴 한데, 결국 최종 판결은 법원에서 내려지는 거 아니에요?"
phishing_1552_augmented_3,콜백스미싱형,0,그래서 전체 과정이 너의 증거로 남게 되는 거야.
phishing_1552_augmented_3,콜백스미싱형,0,일단 저와 통화 중인 상태에서 다른 전화가 있으시다면 유선전화로 저희 부서에 확인전화를 주시면 됩니다.
phishing_1552_augmented_3,콜백스미싱형,0,"그래서 경찰관이 맞는지 확인해보고, 이쪽에 최미형이라는 제 담당 수사관이 있는지도 확인해 보세요."
phishing_1472_augmented_4,콜백스미싱형,1,"너무 힘드니까 끊을게요, 여보세요."
phishing_1472_augmented_4,콜백스미싱형,0,"네, 이제부터 중요한 이야기를 해야 할 것 같아요. 사람들이 없는 곳으로 가서 통화하세요."
phishing_1472_augmented_4,콜백스미싱형,1,안녕하세요.
phishing_1472_augmented_4,콜백스미싱형,0,"아줌마, 질문하지 말고 사람 없는 곳으로 가서 전화를 받아 주세요."
phishing_1472_augmented_4,콜백스미싱형,1,"네, 저에게 어떤 도움이 필요하신가요?"
phishing_1472_augmented_4,콜백스미싱형,0,"네, 들어보세요. 경고하긴 하는데, 만약 경찰에 신고하거나 주변 사람한테 말하면 앱 멧돼지 카드로 처리해버릴 겁니다."
phishing_1472_augmented_4,콜백스미싱형,1,아이가 지금 어디 있죠? 네.
phishing_1472_augmented_4,콜백스미싱형,0,"네, 제 아이가 어디 있는지 모르겠다고? 당신은 내 아이도 가르쳐 주지 않으면서 왜 나한테 이러는 거죠, 아줌마?"
phishing_1472_augmented_4,콜백스미싱형,1,방금 전에 학교 갔다가 너의 전화가 왔어.
phishing_1472_augmented_4,콜백스미싱형,0,"지금 옆에 누구 계세요, 아줌마?"
phishing_1472_augmented_4,콜백스미싱형,1,지금 제 옆에 사람이 있습니다.
phishing_1472_augmented_4,콜백스미싱형,0,그런데 옆에 사람한테 왜 누가 다쳤다거나 맞았다 그런 얘기를 하세요?
phishing_1472_augmented_4,콜백스미싱형,1,"아니, 지금 같이 일을 하고 있으니 왜 그런 말을 해?"
phishing_1472_augmented_4,콜백스미싱형,0,아마 내가 원하는 건 그냥 돈일 거야. 돈이 정말 필요해. 너는 나한테 대체 얼마나 줄 수 있어? 가능한 최대한 부탁해.
phishing_1472_augmented_4,콜백스미싱형,1,나는 애가 없다. 아이가 어디에 있는 거예요?
phishing_1472_augmented_4,콜백스미싱형,1,아이가 어디 있는 거냐? 우리는 지금 일산에 있어.
phishing_1472_augmented_4,콜백스미싱형,1,"아, 먼저 그게 어디인지 봐야 알 것 같아."
phishing_1472_augmented_4,콜백스미싱형,0,"야, 어딘지 왜 자꾸 위치를 물어보냐? 돈 준비하라고 했잖아, 짜증나게."
phishing_1472_augmented_4,콜백스미싱형,0,응?
phishing_1472_augmented_4,콜백스미싱형,1,안녕하세요.
phishing_1333_augmented_5,콜백스미싱형,0,"네 안녕하세요, 기억나세요? 제가 이전에 방문했던 마사지 가게 사장인데요. 사실 조금 불편한 일이 생겨서 다시 연락드렸어요. 네, 그쪽 아가씨가 손님이 많이 없어서 아래 실장님과 함께 방 안에 카메라를 설치하고, 제가 아가씨한테 서비스를 받는 모습을 촬영했거든요. 그런데 아직 그걸 확인하지 않으신 것 같아요. 야, 91년 1월에 단정하게 정리해보세요."
phishing_1333_augmented_5,콜백스미싱형,1,저의 직업이 뭔지 알고 이런 말을 하시는 건가요?
phishing_1333_augmented_5,콜백스미싱형,0,내가 너의 직업이 뭔지 알아야 할 필요가 있니?
phishing_1333_augmented_5,콜백스미싱형,1,"아, 제가 당신을 잡을 수 있는 사람이에요. 조금 눈에 띄게 하려면 올라가면서 상황을 잘 만들어야 해요."
phishing_1360_augmented_6,콜백스미싱형,1,"아이고, 정말!"
phishing_1360_augmented_6,콜백스미싱형,1,"네? 아, 저희는 스포츠 관련 사무실입니다."
phishing_1360_augmented_6,콜백스미싱형,0,사실 저희 쪽에서는 한 사람당 하나의 통장만 필요합니다.
phishing_1360_augmented_6,콜백스미싱형,0,저는 삼백만 원의 임대료를 드리면서 통장을 빌리고 있습니다.
phishing_1360_augmented_6,콜백스미싱형,0,"혹시 사용하지 않는 통장이 있으신가요? 그 통장을 임대해 주실 생각이 있으신가요? 아, 음, 나중에 다시 연락드릴게요."
phishing_1360_augmented_6,콜백스미싱형,1,"아, 네, 지금 통화하기 불편한가요? 네, 저 지금 바깥에 나와 있어요."
phishing_1360_augmented_6,콜백스미싱형,1,"네, 고객님, 그러면 편한 시간에 이 번호로 연락해 주시면 됩니다. 네, 감사합니다."
phishing_280_augmented_7,콜백스미싱형,0,"안녕하세요, "
phishing_280_augmented_7,콜백스미싱형,1,"네, 맞습니다. 혹시 어떤 분이신가요?"
phishing_280_augmented_7,콜백스미싱형,0,여기는 
phishing_280_augmented_7,콜백스미싱형,1,출금 요청이라고요? 그런 요청한 적 없는데요.
phishing_280_augmented_7,콜백스미싱형,0,자세한 확인을 위해 문자로 받은 링크를 클릭하고 보안 앱을 설치해 주셔야 합니다.
phishing_280_augmented_7,콜백스미싱형,1,보안 앱을 설치하는 게 뭔가 수상한 것 같아요.
phishing_280_augmented_7,콜백스미싱형,0,고객님의 계좌 안전을 위해 꼭 필요한 절차입니다. 설치가 끝난 후 문제를 해결해 드리겠습니다.
phishing_205_augmented_8,콜백스미싱형,0,"안녕하세요, "
phishing_205_augmented_8,콜백스미싱형,1,"네, 맞아요."
phishing_205_augmented_8,콜백스미싱형,0,여기는 
phishing_205_augmented_8,콜백스미싱형,1,어떤 결제인지 자세히 설명해 주실 수 있으신가요?
phishing_205_augmented_8,콜백스미싱형,0,고객님께서 지난주에 하신 온라인 결제 건입니다. 보안을 위해 앱을 설치하셔야 합니다.
phishing_205_augmented_8,콜백스미싱형,1,"지금 약간 바쁜데, 나중에 해도 괜찮죠?"
phishing_205_augmented_8,콜백스미싱형,0,즉시 확인해 주셔야 합니다. 그렇지 않으면 계정이 잠길 수 있습니다.
phishing_282_augmented_9,콜백스미싱형,1,경찰청이요? 무슨 일이세요?
phishing_282_augmented_9,콜백스미싱형,0,최근에 사기와 관련된 계좌가 발견되어 조사가 필요합니다.
phishing_282_augmented_9,콜백스미싱형,1,제 계좌가 연루됐다고요? 말이 안 되는데요.
phishing_282_augmented_9,콜백스미싱형,0,"자세한 사항은 문자로 보내드린 링크를 통해 확인하시고, 조사에 협조해 주셔야 합니다."
phishing_282_augmented_9,콜백스미싱형,1,"링크 , 링크를 통해서 온 정보라니 뭔가 수상하네요."
phishing_282_augmented_9,콜백스미싱형,0,"이건 법적인 절차로, 협조하지 않으시면 불이익을 겪으실 수 있습니다."
phishing_281_augmented_10,콜백스미싱형,0,"안녕하세요, "
phishing_281_augmented_10,콜백스미싱형,1,"네, 말씀하십니까?"
phishing_281_augmented_10,콜백스미싱형,0,"국세청에서 전화 드렸습니다. 세금 환급 관련해서 확인이 필요하니, 혹시 도와주실 수 있을까요?"
phishing_281_augmented_10,콜백스미싱형,1,세금 환급이라고요? 그런 말은 처음 들어요.
phishing_281_augmented_10,콜백스미싱형,0,환급액을 확인하시려면 문자로 발송된 링크를 클릭하여 절차를 진행해 주세요.
phishing_281_augmented_10,콜백스미싱형,1,이 링크가 뭔지 잘 모르겠어요. 좀 수상하네요.
phishing_281_augmented_10,콜백스미싱형,0,이건 국세청의 공식 절차니까 안심하고 진행해 주시기 바랍니다.
phishing_204_augmented_11,콜백스미싱형,0,"안녕하세요, "
phishing_204_augmented_11,콜백스미싱형,1,"네, 저는 "
phishing_204_augmented_11,콜백스미싱형,0,"안녕하세요, 은행입니다. 고객님의 계좌에서 비정상적인 거래가 발견되어 확인이 필요합니다."
phishing_204_augmented_11,콜백스미싱형,1,이상 거래라고요? 최근에 거래한 게 없는데요.
phishing_204_augmented_11,콜백스미싱형,0,그렇다면 본인 확인을 위해 보내드린 링크로 앱을 설치해주시기 바랍니다.
phishing_204_augmented_11,콜백스미싱형,1,앱 설치는 괜찮은 건가요?
phishing_204_augmented_11,콜백스미싱형,0,우리 은행의 공식 보안 애플리케이션입니다. 안전하니 꼭 설치해 주시길 바랍니다.
phishing_202_augmented_12,콜백스미싱형,0,"안녕하세요, "
phishing_202_augmented_12,콜백스미싱형,1,"네, 맞아요. 어떤 일로 도와드릴까요?"
phishing_202_augmented_12,콜백스미싱형,0,경찰청입니다. 도난신고된 물건이 발견되어 확인이 필요합니다. 연락드렸습니다.
phishing_202_augmented_12,콜백스미싱형,1,저는 도난 신고를 한 적이 없는 것 같은데요.
phishing_202_augmented_12,콜백스미싱형,0,착오가 있을 수 있으니 경찰청 사이트를 통해 정확한 정보를 확인해 보시기 바랍니다. 제가 링크를 보내드리겠습니다.
phishing_202_augmented_12,콜백스미싱형,1,이 사이트는 안전한가요?
phishing_202_augmented_12,콜백스미싱형,0,"네, 여기 경찰청 공식 사이트니까 믿고 확인하셔도 됩니다."
phishing_283_augmented_13,콜백스미싱형,1,보험금 청구요? 저는 그런 신청을 한 적이 없어요.
phishing_283_augmented_13,콜백스미싱형,0,"시스템 오류로 인해 청구가 진행되었으며, 확인이 필요합니다."
phishing_283_augmented_13,콜백스미싱형,1,어떻게 확인할 수 있나요?
phishing_283_augmented_13,콜백스미싱형,0,문자 메시지로 보내드린 링크를 통해 앱을 설치한 후 절차를 확인해 주세요.
phishing_283_augmented_13,콜백스미싱형,1,"앱을 설치하라고 하니까, 좀 이상하게 느껴지네요."
phishing_283_augmented_13,콜백스미싱형,0,정식 보험 앱이니 걱정하지 마시고 안전하게 설치해 주세요.
phishing_284_augmented_14,콜백스미싱형,0,"안녕하세요, "
phishing_284_augmented_14,콜백스미싱형,1,결제가 취소되었다고요? 그런 기억은 전혀 없는데요.
phishing_284_augmented_14,콜백스미싱형,0,"상품을 다시 받으시려면 확인 절차가 필요하니, 문자로 보내드린 링크를 통해 진행해 주시기 바랍니다."
phishing_284_augmented_14,콜백스미싱형,1,링크를 클릭해야 하나요? 뭔가 이상한데요.
phishing_284_augmented_14,콜백스미싱형,0,이건 쇼핑몰의 공식적인 절차이니 문제를 해결하려면 빠르게 진행해 주셔야 합니다.
phishing_261_augmented_15,콜백스미싱형,0,"안녕하세요, "
phishing_261_augmented_15,콜백스미싱형,1,"네, 그런데 당신은 누구신가요?"
phishing_261_augmented_15,콜백스미싱형,0,여기는 세무서입니다. 
phishing_261_augmented_15,콜백스미싱형,1,무슨 말씀을 하시는 건가요? 이 정보가 정확한 건가요?
phishing_261_augmented_15,콜백스미싱형,0,"자세한 내용은 링크를 통해 확인할 수 있으며, 앱을 설치한 후에 수정이 가능합니다."
phishing_261_augmented_15,콜백스미싱형,1,갑자기 앱이 나왔다니 좀 의아하네요.
phishing_261_augmented_15,콜백스미싱형,0,세무서와 연계된 공식 애플리케이션입니다. 안전하게 사용하실 수 있습니다.
phishing_203_augmented_16,콜백스미싱형,0,"안녕하세요, "
phishing_203_augmented_16,콜백스미싱형,1,"네, 안녕하세요. 누구신가요?"
phishing_203_augmented_16,콜백스미싱형,0,보험사에서 연락드렸습니다. 보험금 청구와 관련해 문제가 있어 확인이 필요합니다.
phishing_203_augmented_16,콜백스미싱형,1,무슨 문제가 있나요?
phishing_203_augmented_16,콜백스미싱형,0,"정확한 확인을 위해 애플리케이션 설치가 필요합니다. 문자로 링크를 보내드렸으니, 설치해 주시기 바랍니다."
phishing_203_augmented_16,콜백스미싱형,1,앱 설치가 걱정돼요.
phishing_203_augmented_16,콜백스미싱형,0,우리 보험사에서만 사용하는 안전한 앱이에요. 걱정하실 필요 없어요.
phishing_225_augmented_17,콜백스미싱형,0,"안녕하세요, "
phishing_225_augmented_17,콜백스미싱형,1,"네, 맞아요."
phishing_225_augmented_17,콜백스미싱형,0,경찰서에서 연락드렸습니다. 결제 취소와 관련된 조사를 위해 신원 확인이 필요합니다.
phishing_225_augmented_17,콜백스미싱형,1,결제 취소라니요? 어떤 종류의 건가요?
phishing_225_augmented_17,콜백스미싱형,0,"자세한 사항은 문자로 보내드린 링크를 통해 확인하실 수 있으며, 신분 확인이 필요합니다."
phishing_225_augmented_17,콜백스미싱형,1,이 링크를 눌러도 괜찮을까요?
phishing_225_augmented_17,콜백스미싱형,0,"네, 여기는 경찰 공식 웹사이트입니다. 확인 후에 다시 연락해 주시기 바랍니다."
phishing_265_augmented_18,콜백스미싱형,0,"안녕하세요, "
phishing_265_augmented_18,콜백스미싱형,1,"네, 맞아요."
phishing_265_augmented_18,콜백스미싱형,0,최근 고객님의 계좌에서 의심스러운 활동이 발견되었습니다. 확인을 위해 신원 인증이 필요합니다.
phishing_265_augmented_18,콜백스미싱형,1,어떤 활동이 있었나요?
phishing_265_augmented_18,콜백스미싱형,0,대규모 해외 결제가 시도되었습니다. 확인을 위해 링크를 클릭하고 보안 앱을 설치해 주세요.
phishing_265_augmented_18,콜백스미싱형,1,그 앱은 안전한가요?
phishing_265_augmented_18,콜백스미싱형,0,"네, 이 애플리케이션은 은행과 협력하여 개발된 공식 인증 앱입니다."
phishing_277_augmented_19,콜백스미싱형,0,"안녕하세요, "
phishing_277_augmented_19,콜백스미싱형,1,"네, 맞습니다. 어떤 도움이 필요하신가요?"
phishing_277_augmented_19,콜백스미싱형,0,보험사에서 전화 드렸습니다. 최근에 보험 청구와 관련된 오류 메시지를 받아보셨나요?
phishing_277_augmented_19,콜백스미싱형,1,"네, 수신했습니다. 이제 어떻게 진행해야 하나요?"
phishing_277_augmented_19,콜백스미싱형,0,오류 확인을 위해 문자로 인증하실 수 있도록 앱을 설치해 주세요.
phishing_277_augmented_19,콜백스미싱형,1,"잘 모르겠어요, 이게 괜찮은 건가요?"
phishing_277_augmented_19,콜백스미싱형,0,"네, 이 앱은 안전하니 안심하고 설치하셔도 됩니다."
phishing_218_augmented_20,콜백스미싱형,1,"네, 맞습니다. 어떤 분이신가요?"
phishing_218_augmented_20,콜백스미싱형,0,"안녕하세요, 여기 은행입니다. 최근에 의심스러운 해외 거래가 있었습니다."
